ID,name_spec,Date_birth,Date,Event,Date_last,Status,Loc_event,Loc_birth,Loc_last,Sex,Sire,Dam,age_event,age_last,Type_birth,exclude,Year_birth,Institution_birth,State_Province_birth,Country_birth,iconLoc_birth,colorLoc_birth,Institution_last,State_Province_last,Country_last,iconLoc_last,colorLoc_last
1145,,2000-04-27,2006-03-24,breed,2012-10-04,D,MOO,SOZ,MOO,F,1113,1089,5,12,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,Aquarium & Rainforest at Moody Gardens,Texas,United States,🇺🇸,#E36350
1145,,2000-04-27,2008-03-12,breed,2012-10-04,D,MOO,SOZ,MOO,F,1113,1089,7,12,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,Aquarium & Rainforest at Moody Gardens,Texas,United States,🇺🇸,#E36350
1145,,2000-04-27,2008-09-17,transfer,2012-10-04,D,HOU,SOZ,MOO,F,1113,1089,8,12,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,Aquarium & Rainforest at Moody Gardens,Texas,United States,🇺🇸,#E36350
1145,,2000-04-27,2009-01-20,transfer,2012-10-04,D,MOO,SOZ,MOO,F,1113,1089,8,12,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,Aquarium & Rainforest at Moody Gardens,Texas,United States,🇺🇸,#E36350
1145,,2000-04-27,2009-05-13,breed,2012-10-04,D,MOO,SOZ,MOO,F,1113,1089,9,12,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,Aquarium & Rainforest at Moody Gardens,Texas,United States,🇺🇸,#E36350
1145,,2000-04-27,2010-03-22,breed,2012-10-04,D,MOO,SOZ,MOO,F,1113,1089,9,12,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,Aquarium & Rainforest at Moody Gardens,Texas,United States,🇺🇸,#E36350
1145,,2000-04-27,2011-06-14,breed,2012-10-04,D,MOO,SOZ,MOO,F,1113,1089,11,12,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,Aquarium & Rainforest at Moody Gardens,Texas,United States,🇺🇸,#E36350
1146,,2000-04-27,2005-01-23,breed,2018-05-04,D,SOZ,SOZ,SOZ,F,1113,1089,4,18,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,San Diego Zoo,California,United States,🇺🇸,#66C092
1146,,2000-04-27,2005-09-17,breed,2018-05-04,D,SOZ,SOZ,SOZ,F,1113,1089,5,18,Captive,deceased,2000,San Diego Zoo,California,United States,🇺🇸,#66C092,San Diego Zoo,California,United States,🇺🇸,#66C092
1151,,2000-03-08,2004-06-24,transfer,2010-02-21,D,CLE,PUE,CLE,M,1125,1124,4,9,Captive,deceased,2000,Pueblo Zoo,Colorado,United States,🇺🇸,#33A97E,Cleveland Metroparks Zoo,Ohio,United States,🇺🇸,#FFF2BA
2006,,1983-10-23,1985-10-23,transfer,1990-11-24,D,HER,ASI,WAR,M,0,0,2,7,Wild,deceased,1983,Wild,Asia,Asia,?,#A6B96C,Miejski Ogrod Zoologiczny Warsaw,Poland,Poland,🇵🇱,#4EB3D3
2006,,1983-10-23,1986-10-23,transfer,1990-11-24,D,MOS,ASI,WAR,M,0,0,3,7,Wild,deceased,1983,Wild,Asia,Asia,?,#A6B96C,Miejski Ogrod Zoologiczny Warsaw,Poland,Poland,🇵🇱,#4EB3D3
2006,,1983-10-23,1990-05-20,transfer,1990-11-24,D,WAR,ASI,WAR,M,0,0,6,7,Wild,deceased,1983,Wild,Asia,Asia,?,#A6B96C,Miejski Ogrod Zoologiczny Warsaw,Poland,Poland,🇵🇱,#4EB3D3
2097,,1986-04-10,1988-04-10,transfer,1996-01-21,D,IRC,VIE,FRA,F,0,0,2,9,Wild,deceased,1986,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA
2097,,1986-04-10,1989-04-10,breed,1996-01-21,D,IRC,VIE,FRA,F,0,0,3,9,Wild,deceased,1986,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA
2097,,1986-04-10,1990-04-19,transfer,1996-01-21,D,FRA,VIE,FRA,F,0,0,4,9,Wild,deceased,1986,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA
2098,,1986-01-01,1988-02-24,transfer,2000-08-07,D,SWI,VIE,FRA,M,0,0,2,14,Wild,deceased,1986,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA
2098,,1986-01-01,1990-04-19,transfer,2000-08-07,D,FRA,VIE,FRA,M,0,0,4,14,Wild,deceased,1986,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA
2108,,1989-04-10,1990-04-19,transfer,2003-11-15,D,FRA,IRC,KOL,M,NA,2097,1,14,Captive,deceased,1989,Universität Zürich-Irchel Anthropologisches Institut und Museum,Switzerland,Switzerland,🇨🇭,#A6BA80,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2108,,1989-04-10,1994-04-27,breed,2003-11-15,D,FRA,IRC,KOL,M,NA,2097,5,14,Captive,deceased,1989,Universität Zürich-Irchel Anthropologisches Institut und Museum,Switzerland,Switzerland,🇨🇭,#A6BA80,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2108,,1989-04-10,1996-07-30,breed,2003-11-15,D,FRA,IRC,KOL,M,NA,2097,7,14,Captive,deceased,1989,Universität Zürich-Irchel Anthropologisches Institut und Museum,Switzerland,Switzerland,🇨🇭,#A6BA80,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2108,,1989-04-10,2002-11-26,transfer,2003-11-15,D,KOL,IRC,KOL,M,NA,2097,13,14,Captive,deceased,1989,Universität Zürich-Irchel Anthropologisches Institut und Museum,Switzerland,Switzerland,🇨🇭,#A6BA80,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2129,,1988-10-12,1990-10-12,transfer,2005-12-06,D,PUB,VIE,KOL,F,0,0,2,17,Wild,deceased,1988,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2129,,1988-10-12,1991-10-12,transfer,2005-12-06,D,MOS,VIE,KOL,F,0,0,3,17,Wild,deceased,1988,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2129,,1988-10-12,1992-04-30,transfer,2005-12-06,D,FRA,VIE,KOL,F,0,0,3,17,Wild,deceased,1988,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2129,,1988-10-12,1994-04-27,breed,2005-12-06,D,FRA,VIE,KOL,F,0,0,5,17,Wild,deceased,1988,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2129,,1988-10-12,1996-07-30,breed,2005-12-06,D,FRA,VIE,KOL,F,0,0,7,17,Wild,deceased,1988,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2129,,1988-10-12,2002-11-26,transfer,2005-12-06,D,KOL,VIE,KOL,F,0,0,14,17,Wild,deceased,1988,Wild,Vietnam,Vietnam,🇻🇳,#B168B1,Cologne Zoo,Germany,Germany,🇩🇪,#FEB342
2208,,1994-04-27,1998-06-24,transfer,2010-10-29,D,COL,FRA,MIN,M,2108,2129,4,16,Captive,deceased,1994,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33
2208,,1994-04-27,1998-10-13,transfer,2010-10-29,D,MIN,FRA,MIN,M,2108,2129,4,16,Captive,deceased,1994,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33
2208,,1994-04-27,2001-08-15,breed,2010-10-29,D,MIN,FRA,MIN,M,2108,2129,7,16,Captive,deceased,1994,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33
2208,,1994-04-27,2002-06-03,breed,2010-10-29,D,MIN,FRA,MIN,M,2108,2129,8,16,Captive,deceased,1994,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33
2208,,1994-04-27,2003-01-04,breed,2010-10-29,D,MIN,FRA,MIN,M,2108,2129,8,16,Captive,deceased,1994,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33
2208,,1994-04-27,2004-08-10,breed,2010-10-29,D,MIN,FRA,MIN,M,2108,2129,10,16,Captive,deceased,1994,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33
2208,,1994-04-27,2010-09-25,breed,2010-10-29,D,MIN,FRA,MIN,M,2108,2129,16,16,Captive,deceased,1994,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33
2233,,1996-07-30,1998-06-24,transfer,1998-08-31,D,COL,FRA,COL,F,2108,2129,1,2,Captive,deceased,1996,Zoologischer Garten Frankfurt,Germany,Germany,🇩🇪,#CCDFAA,Columbus Zoo and Aquarium,Ohio,United States,🇺🇸,#E5D075
2336,,1999-08-02,2001-08-02,transfer,2013-03-10,D,CAL,ASI,NYB,M,0,0,2,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bronx Zoo/Wildlife Conservation Society,New York,United States,🇺🇸,#B3E1C2
2336,,1999-08-02,2001-11-22,transfer,2013-03-10,D,CRY,ASI,NYB,M,0,0,2,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bronx Zoo/Wildlife Conservation Society,New York,United States,🇺🇸,#B3E1C2
2336,,1999-08-02,2004-10-15,transfer,2013-03-10,D,IND,ASI,NYB,M,0,0,5,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bronx Zoo/Wildlife Conservation Society,New York,United States,🇺🇸,#B3E1C2
2336,,1999-08-02,2009-06-02,transfer,2013-03-10,D,GRA,ASI,NYB,M,0,0,9,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bronx Zoo/Wildlife Conservation Society,New York,United States,🇺🇸,#B3E1C2
2336,,1999-08-02,2012-08-20,transfer,2013-03-10,D,NYB,ASI,NYB,M,0,0,13,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bronx Zoo/Wildlife Conservation Society,New York,United States,🇺🇸,#B3E1C2
2337,,1999-08-02,2001-08-02,transfer,2010-11-02,D,CAL,ASI,LAN,M,0,0,2,11,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Mountain View Conservation & Breeding,British Columbia,Canada,🇨🇦,#A6DBAB
2337,,1999-08-02,2001-11-21,transfer,2010-11-02,D,QUE,ASI,LAN,M,0,0,2,11,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Mountain View Conservation & Breeding,British Columbia,Canada,🇨🇦,#A6DBAB
2337,,1999-08-02,2003-10-27,breed,2010-11-02,D,QUE,ASI,LAN,M,0,0,4,11,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Mountain View Conservation & Breeding,British Columbia,Canada,🇨🇦,#A6DBAB
2337,,1999-08-02,2005-02-15,breed,2010-11-02,D,QUE,ASI,LAN,M,0,0,5,11,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Mountain View Conservation & Breeding,British Columbia,Canada,🇨🇦,#A6DBAB
2337,,1999-08-02,2008-06-03,transfer,2010-11-02,D,LAN,ASI,LAN,M,0,0,8,11,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Mountain View Conservation & Breeding,British Columbia,Canada,🇨🇦,#A6DBAB
2338,,1999-01-01,2001-08-02,transfer,2012-02-13,D,CAL,ASI,CAL,M,0,0,2,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2338,,1999-01-01,2002-02-08,breed,2012-02-13,D,CAL,ASI,CAL,M,0,0,3,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2338,,1999-01-01,2002-12-20,breed,2012-02-13,D,CAL,ASI,CAL,M,0,0,3,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2338,,1999-01-01,2003-09-05,breed,2012-02-13,D,CAL,ASI,CAL,M,0,0,4,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2338,,1999-01-01,2004-08-22,breed,2012-02-13,D,CAL,ASI,CAL,M,0,0,5,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2338,,1999-01-01,2005-04-09,breed,2012-02-13,D,CAL,ASI,CAL,M,0,0,6,13,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2339,,1999-08-02,2001-08-02,transfer,2001-09-17,D,CAL,ASI,CAL,F,0,0,2,2,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2340,,1999-08-02,2001-08-02,transfer,2007-06-01,D,CAL,ASI,CAL,F,0,0,2,7,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2340,,1999-08-02,2002-02-08,breed,2007-06-01,D,CAL,ASI,CAL,F,0,0,2,7,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2340,,1999-08-02,2002-12-20,breed,2007-06-01,D,CAL,ASI,CAL,F,0,0,3,7,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2340,,1999-08-02,2003-09-05,breed,2007-06-01,D,CAL,ASI,CAL,F,0,0,4,7,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2340,,1999-08-02,2004-08-22,breed,2007-06-01,D,CAL,ASI,CAL,F,0,0,5,7,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2340,,1999-08-02,2005-04-09,breed,2007-06-01,D,CAL,ASI,CAL,F,0,0,5,7,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E
2341,,1999-08-02,2001-08-02,transfer,2012-02-14,D,CAL,ASI,BOW,F,0,0,2,12,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2341,,1999-08-02,2001-11-21,transfer,2012-02-14,D,QUE,ASI,BOW,F,0,0,2,12,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2341,,1999-08-02,2003-10-27,breed,2012-02-14,D,QUE,ASI,BOW,F,0,0,4,12,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2341,,1999-08-02,2005-02-15,breed,2012-02-14,D,QUE,ASI,BOW,F,0,0,5,12,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2341,,1999-08-02,2008-06-03,transfer,2012-02-14,D,LAN,ASI,BOW,F,0,0,8,12,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2341,,1999-08-02,2010-11-02,transfer,2012-02-14,D,BOW,ASI,BOW,F,0,0,11,12,Wild,deceased,1999,Wild,Asia,Asia,?,#A6B96C,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2342,,2001-08-15,2008-10-15,transfer,2013-12-16,D,EVA,MIN,EVA,F,2208,1126,7,12,Captive,deceased,2001,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Mesker Park Zoo,Indiana,United States,🇺🇸,#8CBEB4
2400,,2003-01-04,2005-05-12,transfer,2009-12-30,D,AKR,MIN,AKR,F,2208,1126,2,6,Captive,deceased,2003,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2400,,2003-01-04,2007-06-15,breed,2009-12-30,D,AKR,MIN,AKR,F,2208,1126,4,6,Captive,deceased,2003,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2400,,2003-01-04,2008-04-03,breed,2009-12-30,D,AKR,MIN,AKR,F,2208,1126,5,6,Captive,deceased,2003,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2400,,2003-01-04,2008-11-20,breed,2009-12-30,D,AKR,MIN,AKR,F,2208,1126,5,6,Captive,deceased,2003,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2402,,2001-11-30,2007-04-26,transfer,2014-03-04,D,OMA,SEA,GAR,M,1102,1127,5,12,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Lee Richardson Zoo,Kansas,United States,🇺🇸,#41B087
2402,,2001-11-30,2008-09-02,transfer,2014-03-04,D,GAR,SEA,GAR,M,1102,1127,6,12,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Lee Richardson Zoo,Kansas,United States,🇺🇸,#41B087
2402,,2001-11-30,2008-11-22,breed,2014-03-04,D,OMA,SEA,GAR,M,1102,1127,7,12,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Lee Richardson Zoo,Kansas,United States,🇺🇸,#41B087
2402,,2001-11-30,2010-03-14,breed,2014-03-04,D,GAR,SEA,GAR,M,1102,1127,8,12,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Lee Richardson Zoo,Kansas,United States,🇺🇸,#41B087
2402,,2001-11-30,2010-12-06,breed,2014-03-04,D,GAR,SEA,GAR,M,1102,1127,9,12,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Lee Richardson Zoo,Kansas,United States,🇺🇸,#41B087
2402,,2001-11-30,2011-10-27,breed,2014-03-04,D,GAR,SEA,GAR,M,1102,1127,9,12,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Lee Richardson Zoo,Kansas,United States,🇺🇸,#41B087
2403,,2001-11-30,2003-11-12,transfer,2017-01-26,D,ABQ,SEA,OMA,F,1102,1127,2,15,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Omaha's Henry Doorly Zoo,Nebraska,United States,🇺🇸,#F73563
2403,,2001-11-30,2007-01-18,breed,2017-01-26,D,ABQ,SEA,OMA,F,1102,1127,5,15,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Omaha's Henry Doorly Zoo,Nebraska,United States,🇺🇸,#F73563
2403,,2001-11-30,2008-09-18,breed,2017-01-26,D,ABQ,SEA,OMA,F,1102,1127,6,15,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Omaha's Henry Doorly Zoo,Nebraska,United States,🇺🇸,#F73563
2403,,2001-11-30,2009-07-18,breed,2017-01-26,D,ABQ,SEA,OMA,F,1102,1127,7,15,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Omaha's Henry Doorly Zoo,Nebraska,United States,🇺🇸,#F73563
2403,,2001-11-30,2013-11-07,transfer,2017-01-26,D,CLE,SEA,OMA,F,1102,1127,12,15,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Omaha's Henry Doorly Zoo,Nebraska,United States,🇺🇸,#F73563
2403,,2001-11-30,2015-01-22,breed,2017-01-26,D,CLE,SEA,OMA,F,1102,1127,13,15,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Omaha's Henry Doorly Zoo,Nebraska,United States,🇺🇸,#F73563
2403,,2001-11-30,2015-10-26,transfer,2017-01-26,D,OMA,SEA,OMA,F,1102,1127,13,15,Captive,deceased,2001,Woodland Park Zoo,Washington,United States,🇺🇸,#FDCDA1,Omaha's Henry Doorly Zoo,Nebraska,United States,🇺🇸,#F73563
2405,,2002-02-08,2003-10-09,transfer,2013-07-14,D,CRY,CAL,BOW,F,2338,2340,1,11,Captive,deceased,2002,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2405,,2002-02-08,2005-03-22,transfer,2013-07-14,D,OAS,CAL,BOW,F,2338,2340,3,11,Captive,deceased,2002,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2405,,2002-02-08,2008-07-13,transfer,2013-07-14,D,LAN,CAL,BOW,F,2338,2340,6,11,Captive,deceased,2002,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2405,,2002-02-08,2010-11-02,transfer,2013-07-14,D,BOW,CAL,BOW,F,2338,2340,8,11,Captive,deceased,2002,"Calgary Zoo, Garden & Prehistoric Park",Alberta,Canada,🇨🇦,#B3CA8E,Bowmanville Zoological Park,Ontario,Canada,🇨🇦,#FFF2D3
2406,,2002-03-04,2006-06-01,breed,2012-05-08,D,DUK,DUK,DUK,M,1103,1097,4,10,Captive,deceased,2002,Duke Lemur Center,North Carolina,United States,🇺🇸,#1A9D6F,Duke Lemur Center,North Carolina,United States,🇺🇸,#1A9D6F
2406,,2002-03-04,2011-02-04,breed,2012-05-08,D,DUK,DUK,DUK,M,1103,1097,8,10,Captive,deceased,2002,Duke Lemur Center,North Carolina,United States,🇺🇸,#1A9D6F,Duke Lemur Center,North Carolina,United States,🇺🇸,#1A9D6F
2408,,2002-03-25,2006-06-07,transfer,2015-03-01,D,AKR,SOZ,AKR,M,1113,1089,4,13,Captive,deceased,2002,San Diego Zoo,California,United States,🇺🇸,#66C092,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2408,,2002-03-25,2007-06-15,breed,2015-03-01,D,AKR,SOZ,AKR,M,1113,1089,5,13,Captive,deceased,2002,San Diego Zoo,California,United States,🇺🇸,#66C092,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2408,,2002-03-25,2008-04-03,breed,2015-03-01,D,AKR,SOZ,AKR,M,1113,1089,6,13,Captive,deceased,2002,San Diego Zoo,California,United States,🇺🇸,#66C092,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2408,,2002-03-25,2008-11-20,breed,2015-03-01,D,AKR,SOZ,AKR,M,1113,1089,6,13,Captive,deceased,2002,San Diego Zoo,California,United States,🇺🇸,#66C092,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2408,,2002-03-25,2013-08-21,breed,2015-03-01,D,AKR,SOZ,AKR,M,1113,1089,11,13,Captive,deceased,2002,San Diego Zoo,California,United States,🇺🇸,#66C092,Akron Zoological Park,Ohio,United States,🇺🇸,#67C5CA
2409,,2002-03-25,2006-06-18,breed,2019-03-13,D,SOZ,SOZ,ATT,M,1113,1089,4,17,Captive,deceased,2002,San Diego Zoo,California,United States,🇺🇸,#66C092,Capron Park Zoo,Massachusetts,United States,🇺🇸,#FDB462
2409,,2002-03-25,2006-06-20,breed,2019-03-13,D,SOZ,SOZ,ATT,M,1113,1089,4,17,Captive,deceased,2002,San Diego Zoo,California,United States,🇺🇸,#66C092,Capron Park Zoo,Massachusetts,United States,🇺🇸,#FDB462
2409,,2002-03-25,2009-07-05,transfer,2019-03-13,D,ATT,SOZ,ATT,M,1113,1089,7,17,Captive,deceased,2002,San Diego Zoo,California,United States,🇺🇸,#66C092,Capron Park Zoo,Massachusetts,United States,🇺🇸,#FDB462
2411,,2002-04-05,2003-11-19,transfer,2015-06-16,D,CHI,PUE,BUS,F,1125,1124,1,13,Captive,deceased,2002,Pueblo Zoo,Colorado,United States,🇺🇸,#33A97E,Busch Gardens Tampa Bay,Florida,United States,🇺🇸,#E6F47F
2411,,2002-04-05,2009-04-25,breed,2015-06-16,D,CHI,PUE,BUS,F,1125,1124,7,13,Captive,deceased,2002,Pueblo Zoo,Colorado,United States,🇺🇸,#33A97E,Busch Gardens Tampa Bay,Florida,United States,🇺🇸,#E6F47F
2411,,2002-04-05,2015-04-22,transfer,2015-06-16,D,BUS,PUE,BUS,F,1125,1124,13,13,Captive,deceased,2002,Pueblo Zoo,Colorado,United States,🇺🇸,#33A97E,Busch Gardens Tampa Bay,Florida,United States,🇺🇸,#E6F47F
2412,,2002-06-03,2003-09-01,transfer,2005-01-28,D,CHI,MIN,CHI,M,2208,1126,1,2,Captive,deceased,2002,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Lincoln Park Zoological Gardens,Illinois,United States,🇺🇸,#E37B68
2413,,2002-06-03,2003-10-23,transfer,2007-08-01,D,CLE,MIN,CLE,F,2208,1126,1,5,Captive,deceased,2002,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Cleveland Metroparks Zoo,Ohio,United States,🇺🇸,#FFF2BA
2413,,2002-06-03,2004-08-20,breed,2007-08-01,D,CLE,MIN,CLE,F,2208,1126,2,5,Captive,deceased,2002,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Cleveland Metroparks Zoo,Ohio,United States,🇺🇸,#FFF2BA
2413,,2002-06-03,2005-12-24,breed,2007-08-01,D,CLE,MIN,CLE,F,2208,1126,3,5,Captive,deceased,2002,Minnesota Zoological Garden,Minnesota,United States,🇺🇸,#FFFF33,Cleveland Metroparks Zoo,Ohio,United States,🇺🇸,#FFF2BA
